index,artist_name,track_name,danceability,energy,key,loudness,speechiness,accousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date
523,EXO,White Noise,0.375,0.845,2,-4.171,0.26,0.0792,0,0.166,0.75,209.456,212084,2016-08-18
524,EXO,One and Only,0.531,0.708,8,-5.072,0.0335,0.062,0,0.0925,0.451,77.016,229056,2016-08-18
525,EXO,They Never Know,0.611,0.796,10,-4.14,0.0758,0.174,0,0.314,0.485,129.896,213788,2016-08-18
526,Twice,Stronger,0.832,0.9,9,-5.645,0.0647,0.0217,0.000138,0.315,0.962,127.041,194973,2020-02-05
527,EXO,Monster - LDN Noise Creeper Bass Remix,0.651,0.922,5,-4.179,0.0452,0.0214,0,0.357,0.635,127.988,245189,2016-08-18
528,EXO,Lotto - Chinese Version,0.817,0.861,11,-3.229,0.0457,0.0708,0,0.178,0.708,99.966,189775,2016-08-18
529,EXO,Lucky One - Chinese Version,0.715,0.787,1,-3.899,0.0858,0.16,0,0.0877,0.776,121.058,227486,2016-08-18
530,EXO,Monster - Chinese Version,0.616,0.778,10,-4.28,0.0795,0.00868,0,0.116,0.466,149.965,221341,2016-08-18
531,EXO,Artificial Love - Chinese Version,0.659,0.791,6,-3.782,0.285,0.00928,0,0.0759,0.767,114.051,245773,2016-08-18
532,EXO,Can't Bring Me Down - Chinese Version,0.601,0.929,10,-3.463,0.119,0.208,0,0.25,0.751,86.993,180015,2016-08-18
533,EXO,Cloud 9 - Chinese Version,0.801,0.717,7,-5.37,0.119,0.189,0,0.33,0.52,102.976,241396,2016-08-18
534,EXO,Heaven - Chinese Version,0.66,0.863,5,-4.269,0.233,0.0402,0,0.0825,0.763,91.947,225823,2016-08-18
535,EXO,She’s Dreaming - Chinese Version,0.58,0.646,6,-4.211,0.0569,0.112,0,0.0869,0.514,145.06,242367,2016-08-18
536,EXO,White Noise - Chinese Version,0.691,0.834,9,-4.073,0.132,0.0836,0,0.179,0.784,104.794,212084,2016-08-18
537,EXO,One and Only - Chinese Version,0.549,0.705,8,-5.172,0.0373,0.113,0,0.105,0.43,76.991,229056,2016-08-18
538,EXO,They Never Know - Chinese Version,0.484,0.811,10,-4.176,0.121,0.137,0,0.315,0.38,130.55,213788,2016-08-18
539,EXO,Stronger - Chinese Version,0.607,0.313,8,-7.231,0.0318,0.776,0,0.113,0.426,140.015,219977,2016-08-18
540,EXO,"Monster - LDN Noise Creeper Bass Remix, Chinese Version",0.659,0.919,5,-4.128,0.0407,0.0194,0,0.396,0.665,127.986,245189,2016-08-18
541,Twice,SCIENTIST,0.786,0.858,11,-3.74,0.0675,0.0487,0,0.126,0.649,112.999,194600,2021-11-12
542,Twice,MOONLIGHT,0.807,0.704,5,-5.496,0.071,0.0245,0,0.0535,0.961,115.995,219387,2021-11-12
543,Twice,ICON,0.746,0.809,6,-3.571,0.0484,0.0338,0,0.0756,0.816,149.984,176160,2021-11-12
544,Twice,CRUEL,0.84,0.827,9,-2.958,0.061,0.0112,0,0.151,0.82,124.989,211427,2021-11-12
545,Twice,REAL YOU,0.858,0.831,9,-3.029,0.12,0.0977,0,0.0453,0.886,119.975,187933,2021-11-12
546,Twice,F.I.L.A (Fall In Love Again),0.756,0.889,11,-3.076,0.0945,0.0921,0,0.196,0.653,117.971,191253,2021-11-12
547,Twice,LAST WALTZ,0.799,0.772,7,-3.272,0.105,0.213,0,0.0892,0.61,141.968,170560,2021-11-12
548,Twice,ESPRESSO,0.656,0.851,7,-2.972,0.215,0.065,0,0.141,0.752,93.208,187800,2021-11-12
549,Twice,REWIND,0.665,0.732,5,-4.865,0.173,0.768,0,0.378,0.436,82.026,180613,2021-11-12
550,Twice,CACTUS,0.511,0.615,11,-4.081,0.0307,0.122,0,0.154,0.223,169.835,217213,2021-11-12
551,Twice,"PUSH & PULL (JIHYO, SANA, DAHYUN)",0.739,0.907,11,-2.487,0.156,0.389,1.33e-06,0.0658,0.778,120.069,205467,2021-11-12
552,Twice,"HELLO (NAYEON, MOMO, CHAEYOUNG)",0.813,0.638,0,-4.274,0.122,0.0363,0,0.057,0.544,169.968,183213,2021-11-12
553,Twice,"1, 3, 2 (JEONGYEON, MINA, TZUYU)",0.656,0.875,0,-2.739,0.0463,0.0799,0,0.222,0.708,88.938,198453,2021-11-12
554,Twice,CANDY,0.853,0.734,8,-2.347,0.0363,0.212,0,0.0671,0.78,116.03,195053,2021-11-12
555,Twice,The Feels,0.808,0.903,9,-2.179,0.0729,0.0899,0,0.0816,0.922,120.044,198053,2021-11-12
556,Twice,SCIENTIST - R3HAB Remix,0.755,0.955,11,-3.756,0.121,0.0576,0.0001,0.186,0.622,123.02,208780,2021-11-12
557,Twice,알고 싶지 않아 (REWIND),0.665,0.732,5,-4.865,0.173,0.768,0,0.378,0.436,82.026,180613,2021-11-12
558,Twice,선인장 (CACTUS),0.511,0.615,11,-4.081,0.0307,0.122,0,0.154,0.223,169.835,217213,2021-11-12
559,Twice,SCIENTIST (R3HAB Remix),0.753,0.956,11,-3.781,0.119,0.057,0.000187,0.152,0.556,123.024,208780,2021-11-12
560,Twice,Perfect World,0.678,0.881,8,-2.355,0.0604,0.0479,0,0.325,0.61,134.966,184973,2021-07-28
561,Twice,BETTER,0.767,0.707,6,-4.703,0.0437,0.00105,0.000444,0.29,0.582,124.982,222067,2021-07-28
562,Twice,Good at Love,0.745,0.684,6,-3.368,0.0568,0.0513,0,0.117,0.37,91.021,231233,2021-07-28
563,Twice,Fanfare,0.675,0.954,6,-2.494,0.12,0.0238,5.32e-06,0.0767,0.801,114.993,220033,2021-07-28
564,Twice,Kura Kura,0.736,0.715,7,-4.314,0.106,0.167,0,0.0628,0.763,131.012,227493,2021-07-28
