date,listeners,rank
2021-01-04,686169,132
2021-01-05,652961,132
2021-01-06,652961,132
2021-01-07,652961,132
2021-01-08,652961,132
2021-01-09,652961,132
2021-01-10,631107,132
2021-01-11,631107,132
2021-01-12,631107,132
2021-01-13,616857,132
2021-01-14,616857,132
2021-01-15,616857,132
2021-01-16,616857,132
2021-01-17,616857,132
2021-01-18,607038,132
2021-01-19,607038,132
2021-01-20,607038,132
2021-01-21,607038,132
2021-01-22,598255,132
2021-01-23,598255,132
2021-01-24,598255,132
2021-01-25,598255,132
2021-01-26,598255,132
2021-01-27,579647,132
2021-01-28,579647,132
2021-01-29,579647,132
2021-01-30,579647,132
2021-01-31,579647,132
2021-02-01,564066,132
2021-02-02,564066,132
2021-02-03,564066,132
2021-02-04,564066,132
2021-02-05,564066,132
2021-02-06,545650,132
2021-02-07,545650,132
2021-02-08,545650,132
2021-02-09,545650,132
2021-02-10,527980,132
2021-02-11,523367,132
2021-02-12,518355,132
2021-02-13,514263,132
2021-02-14,514263,132
2021-02-15,504548,132
2021-02-16,499566,132
2021-02-18,487989,132
2021-02-19,483551,132
2021-02-20,480935,132
2021-02-21,478311,132
2021-02-22,475520,132
2021-02-23,474065,132
2021-02-24,472530,132
2021-02-25,470197,132
2021-02-26,467975,132
2021-02-27,465930,132
2021-02-28,463262,132
2021-03-01,460786,132
2021-03-02,458457,132
2021-03-03,456986,132
2021-03-04,455011,132
2021-03-05,454416,132
2021-03-09,451831,132
2021-03-10,451250,132
2021-03-11,450447,132
2021-03-12,450393,132
2021-03-13,449878,132
2021-03-14,451440,132
2021-03-15,452296,132
2021-03-16,452457,132
2021-03-17,453063,132
2021-03-18,453038,132
2021-03-19,452709,132
2021-03-20,452425,132
2021-03-21,452131,132
2021-03-22,452965,132
2021-03-23,452610,132
2021-03-24,451317,132
2021-03-25,450539,132
2021-03-26,450262,132
2021-03-27,449789,132
2021-03-28,449178,132
2021-03-29,448446,132
2021-03-30,447260,132
2021-03-31,446057,132
2021-04-01,445159,132
2021-04-02,444311,132
2021-04-03,443840,132
2021-04-04,442812,132
2021-04-05,441233,132
2021-04-06,440321,132
2021-04-07,439456,132
2021-04-08,437897,132
2021-04-09,437897,132
2021-04-10,436257,132
2021-04-11,434401,132
2021-04-12,432929,132
2021-04-13,431359,132
2021-04-14,429678,132
2021-04-15,427446,132
2021-04-16,425451,132
2021-04-17,424030,132
2021-04-18,422870,132
2021-04-19,420684,132
2021-04-20,418440,132
2021-04-21,417103,132
2021-04-22,415513,132
2021-04-23,414210,132
2021-04-24,412262,132
2021-04-25,410271,132
2021-04-26,408165,132
2021-04-27,405846,132
2021-04-28,404032,132
2021-04-29,401894,132
2021-04-30,400002,132
2021-05-01,398134,132
