date,followerstolistenersratio,followerstolistenersratiodifference
2020-06-23,59.28,-2.289999999999999
2020-06-24,58.94,-0.3400000000000034
2020-06-25,58.94,0
2020-06-26,58.94,0
2020-06-27,58.94,0
2020-06-28,58.94,0
2020-06-29,59.64,0.7000000000000028
2020-06-30,60.16,0.519999999999996
2020-07-01,60.37,0.21000000000000085
2020-07-02,60.37,0
2020-07-03,60.37,0
2020-07-04,60.37,0
2020-07-05,60.37,0
2020-07-06,60.08,-0.28999999999999915
2020-07-07,60.08,0
2020-07-08,60.08,0
2020-07-09,60.08,0
2020-07-10,60.08,0
2020-07-11,59.40,-0.6799999999999997
2020-07-12,59.40,0
2020-07-13,59.40,0
2020-07-14,59.40,0
2020-07-15,59.40,0
2020-07-16,59.26,-0.14000000000000057
2020-07-17,59.26,0
2020-07-18,59.26,0
2020-07-19,59.26,0
2020-07-20,59.26,0
2020-07-21,58.66,-0.6000000000000014
2020-07-22,58.66,0
2020-07-23,58.66,0
2020-07-24,58.66,0
2020-07-25,58.66,0
2020-07-26,57.39,-1.269999999999996
2020-07-27,57.39,0
2020-07-28,57.39,0
2020-07-29,57.39,0
2020-07-30,60.42,3.030000000000001
2020-07-31,60.42,0
